💞唐僧影视,#genre#
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
星空卫视,http://jyjxy.7766.org:8811/hls/31/index.m3u8
凤凰中文,http://jyjxy.7766.org:8811/hls/32/index.m3u8
凤凰资讯,http://jyjxy.7766.org:8811/hls/33/index.m3u8
凤凰香港,http://jyjxy.7766.org:8811/hls/34/index.m3u8
星河台,http://jyjxy.7766.org:8811/hls/35/index.m3u8
翡翠台,http://jyjxy.7766.org:8811/hls/36/index.m3u8
明珠台,http://jyjxy.7766.org:8811/hls/37/index.m3u8
龙祥电影,http://jyjxy.7766.org:8811/hls/38/index.m3u8
天映经典,http://jyjxy.7766.org:8811/hls/62/index.m3u8
东森电影,http://jyjxy.7766.org:8811/hls/58/index.m3u8
东森样片,http://jyjxy.7766.org:8811/hls/59/index.m3u8
翡翠台,http://pull-l3-cny.douyincdn.com/third/stream-1f41fa6570c0c2fe39fef0752f76de81.m3u8
J2,http://baidu.douyincdn.freetvtv.com/j2/index.m3u8
纬来日本,http://baidu.douyincdn.freetvtv.com/wlrb/m2.m3u8
ViuTV,http://baidu.douyincdn.freetvtv.com/vius/m2.m3u8
香港开电视,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8
HBOHits,http://baidu.douyincdn.freetvtv.com/hbohits/index.m3u8
镜新闻,http://158.101.151.82:9000/jmsytb.m3u8?c=19
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8 
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8 
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist1.m3u8 
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8 
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8 
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8 
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8 
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8 
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8 
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8 
IPTV高清院线,http://119.39.128.18:88/hls/34/index.m3u8
IPTV抗战剧场,http://119.39.128.18:88/hls/35/index.m3u8
IPTV古装剧场,http://119.39.128.18:88/hls/36/index.m3u8
IPTV经典剧场,http://119.39.128.18:88/hls/37/index.m3u8
八度空间,http://51.79.82.208:16005
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8 
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
日语新闻台,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
东森电影台,http://120.84.96.55:808/hls/32/index.m3u8
美国中文台,https://jpts.sinovision.net/livestream.m3u8
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡亚太台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
FOX新闻台,http://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
J2,http://120.84.96.161:808/hls/86/index.m3u8 
J2,https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
J2,http://120.132.122.244:59845/hls/81/index.m3u8
无线财经•资讯台,http://120.84.96.74:808/hls/86/index.m3u8 
无线财经•资讯台,http://120.132.122.244:59845/hls/82/index.m3u8
耀才财经新闻,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
儒释道经,https://live.ciguang.tv/live/hdtv.m3u8?auth_key=5216465889-0-0-701a98b03302233fc07fa2ee9e85d39b
有线18,rtmp://59.124.75.138:1935/sat/hk041
天映经典,http://gxfrg007.8800.org:8282/tsfile/live/1053_1.m3u8
天映经典,http://27.47.71.97:808/hls/62/index.m3u8
天映频道,http://51.79.82.208:16024
RTHK31,http://120.132.122.244:59845/hls/89/index.m3u8
RTHK32,http://120.132.122.244:59845/hls/90/index.m3u8
RTHK33,http://120.132.122.244:59845/hls/91/index.m3u8

🎈央视直播,#genre#
CCTV1,https://live.v1.mk/api/bestv.php?id=cctv1hd8m/8000000
CCTV2,https://live.v1.mk/api/bestv.php?id=cctv2hd8m/8000000
CCTV3,https://live.v1.mk/api/bestv.php?id=cctv38m/8000000
CCTV4,https://live.v1.mk/api/bestv.php?id=cctv4hd8m/8000000
CCTV5,https://live.v1.mk/api/bestv.php?id=cctv58m/8000000
CCTV5+,https://live.v1.mk/api/bestv.php?id=cctv5phd8m/8000000
CCTV6,https://live.v1.mk/api/bestv.php?id=cctv6hd8m/8000000
CCTV7,https://live.v1.mk/api/bestv.php?id=cctv7hd8m/8000000
CCTV8,https://live.v1.mk/api/bestv.php?id=cctv8hd8m/8000000
CCTV9,https://live.v1.mk/api/bestv.php?id=cctv9hd8m/8000000
CCTV10,https://live.v1.mk/api/bestv.php?id=cctv10hd8m/8000000
CCTV11,https://live.v1.mk/api/bestv.php?id=cctv11hd8m/8000000
CCTV12,https://live.v1.mk/api/bestv.php?id=cctv12hd8m/8000000
CCTV13,https://live.v1.mk/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV14,https://live.v1.mk/api/bestv.php?id=cctvsehd8m/8000000
CCTV15,https://live.v1.mk/api/bestv.php?id=cctv15hd8m/8000000
CCTV16,https://live.v1.mk/api/bestv.php?id=cctv16hd8m/8000000
CCTV17,https://live.v1.mk/api/bestv.php?id=cctv17hd8m/8000000
CCTV1,https://live.v1.mk/api/ghyx.php?id=CCTV1HD_6000
CCTV2,https://live.v1.mk/api/ghyx.php?id=CCTV2HD_6000
CCTV3,https://live.v1.mk/api/ghyx.php?id=CCTV3HD_6000
CCTV4,https://live.v1.mk/api/ghyx.php?id=CCTV4HD_6000
CCTV5,https://live.v1.mk/api/ghyx.php?id=CCTV5HD_6000
CCTV5+,https://live.v1.mk/api/ghyx.php?id=CCTV5plusHD_6000
CCTV6,https://live.v1.mk/api/ghyx.php?id=CCTV6HD_6000
CCTV7,https://live.v1.mk/api/ghyx.php?id=CCTV7HD_6000
CCTV8,https://live.v1.mk/api/ghyx.php?id=CCTV8HD_6000
CCTV9,https://live.v1.mk/api/ghyx.php?id=CCTV9HD_6000
CCTV10,https://live.v1.mk/api/ghyx.php?id=CCTV10HD_6000
CCTV11,https://live.v1.mk/api/ghyx.php?id=CCTV11HD_2000
CCTV12,https://live.v1.mk/api/ghyx.php?id=CCTV12HD_6000
CCTV13,https://live.v1.mk/api/ghyx.php?id=CCTV13HD_2000
CCTV14,https://live.v1.mk/api/ghyx.php?id=CCTV14HD_6000
CCTV15,https://live.v1.mk/api/ghyx.php?id=CCTV15HD_6000
CCTV16,https://live.v1.mk/api/ghyx.php?id=CCTV16HD_6000
CCTV17,https://live.v1.mk/api/ghyx.php?id=CCTV17HD_6000
CCTV1,http://live.cooltv.top/tv/aishang.php?id=cctv1hd
CCTV2,http://live.cooltv.top/tv/aishang.php?id=cctv2hd
CCTV3,http://live.cooltv.top/tv/aishang.php?id=cctv3hd
CCTV4,http://live.cooltv.top/tv/aishang.php?id=cctv4hd
CCTV5,http://live.cooltv.top/tv/aishang.php?id=cctv5hd
CCTV6,http://live.cooltv.top/tv/aishang.php?id=cctv6hd
CCTV7,http://live.cooltv.top/tv/aishang.php?id=cctv7hd
CCTV8,http://live.cooltv.top/tv/aishang.php?id=cctv8hd
CCTV9,http://live.cooltv.top/tv/aishang.php?id=cctv9hd
CCTV10,http://live.cooltv.top/tv/aishang.php?id=cctv10hd
CCTV11,http://live.cooltv.top/tv/aishang.php?id=cctv11hd
CCTV12,http://live.cooltv.top/tv/aishang.php?id=cctv12hd
CCTV13,http://live.cooltv.top/tv/aishang.php?id=cctv13hd
CCTV14,http://live.cooltv.top/tv/aishang.php?id=cctv14hd
CCTV15,http://live.cooltv.top/tv/aishang.php?id=cctv15hd
CCTV16,http://live.cooltv.top/tv/aishang.php?id=cctv16hd
CCTV17,http://live.cooltv.top/tv/aishang.php?id=cctv17hd
生活时尚,http://baidu.live.cqccn.com/__cl/cg:live/__c/shenghuo/__op/default/__f//index.m3u8
百姓健康,http://baidu.live.cqccn.com/__cl/cg:live/__c/jiankangSD/__op/default/__f//index.m3u8
每日影院,http://baidu.live.cqccn.com/__cl/cg:live/__c/mryyHD/__op/default/__f//index.m3u8
幸福剧场,http://baidu.live.cqccn.com/__cl/cg:live/__c/xfjcHD/__op/default/__f//index.m3u8
快乐垂钓,http://baidu.live.cqccn.com/__cl/cg:live/__c/klcdHD/__op/default/__f//index.m3u8
第一剧场,http://baidu.live.cqccn.com/__cl/cg:live/__c/diyijuchangHD/__op/default/__f//index.m3u8
都市剧场,http://baidu.live.cqccn.com/__cl/cg:live/__c/dsjcHD/__op/default/__f//index.m3u8
动漫秀场,http://baidu.live.cqccn.com/__cl/cg:live/__c/dmxcHD/__op/default/__f//index.m3u8
魅力足球,http://baidu.live.cqccn.com/__cl/cg:live/__c/mlzqHD/__op/default/__f//index.m3u8
风云剧场,http://baidu.live.cqccn.com/__cl/cg:live/__c/fyjcHD/__op/default/__f//index.m3u8
求索纪录,http://baidu.live.cqccn.com/__cl/cg:live/__c/qsjlHD/__op/default/__f//index.m3u8
兵器科技,http://baidu.live.cqccn.com/__cl/cg:live/__c/bqkjHD/__op/default/__f//index.m3u8
游戏风云,http://baidu.live.cqccn.com/__cl/cg:live/__c/yxfyHD/__op/default/__f//index.m3u8
幸福娱乐,http://baidu.live.cqccn.com/__cl/cg:live/__c/xfylHD/__op/default/__f//index.m3u8
风尚生活,http://baidu.live.cqccn.com/__cl/cg:live/__c/fsshHD/__op/default/__f//index.m3u8
怀旧剧场,http://baidu.live.cqccn.com/__cl/cg:live/__c/hjjcHD/__op/default/__f//index.m3u8
风云音乐,http://baidu.live.cqccn.com/__cl/cg:live/__c/fyyyHD/__op/default/__f//index.m3u8
央视台球,http://baidu.live.cqccn.com/__cl/cg:live/__c/ystqHD/__op/default/__f//index.m3u8
风云足球,http://baidu.live.cqccn.com/__cl/cg:live/__c/fyzqHD/__op/default/__f//index.m3u8
央视文化精品,http://baidu.live.cqccn.com/__cl/cg:live/__c/yswhHD/__op/default/__f//index.m3u8
高尔夫网球,http://baidu.live.cqccn.com/__cl/cg:live/__c/golfHD/__op/default/__f//index.m3u8
早期教育,http://baidu.live.cqccn.com/__cl/cg:live/__c/zaojiaoHD/__op/default/__f//index.m3u8
CHC高清电影,http://baidu.live.cqccn.com/__cl/cg:live/__c/chcgqdyHD/__op/default/__f//index.m3u8
CHC家庭影院,http://baidu.live.cqccn.com/__cl/cg:live/__c/chcjtyyHD/__op/default/__f//index.m3u8
CHC动作电影,http://baidu.live.cqccn.com/__cl/cg:live/__c/chcdzdyHD/__op/default/__f//index.m3u8
CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC动作电影,http://125.40.191.58:9901/tsfile/live/1002_1.m3u8
CHC动作电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221231580/index.m3u8
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221232945/index.m3u8
CHC动作电影,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8
CHC动作电影,http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8
CHC动作电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC家庭影院,http://125.40.191.58:9901/tsfile/live/1001_1.m3u8
CHC家庭影院,http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://117.148.179.157/PLTV/88888888/224/3221232942/index.m3u8
CHC家庭影院,http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://gxfrg007.8800.org:8282/tsfile/live/1096_1.m3u8
CHC家庭影院,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
CHC家庭影院,http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8
CHC高清电影,http://gxfrg007.8800.org:8282/tsfile/live/1097_1.m3u8
CHC高清电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CHC高清电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CNC中文,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CCTV17,http://wtv.weetai.cn/iptv/2022/tyzb02.php?id=cctv17hd
CNC中文,https://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CETV-1,http://txycetvbl.centv.cn/cetv1/ypd.m3u8
CETV-2,http://txycetvbl.centv.cn/cetv2/2020tsytk.m3u8
CETV-3,http://txycetvbl.centv.cn/cetv3/bjdm.m3u8
CETV-4,http://txycetvbl.centv.cn/cetv4/zjpd.m3u8
ETV1,https://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV1,http://183.207.255.188/live/program/live/zgjy1ott/1300000/mnf.m3u8
CNC,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
纪实人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8?zshangd
纪实人文,http://nsszds.f3322.net:808/hls/56/index.m3u8
🎈卫视直播,#genre#
安徽卫视,http://121.51.249.45/live1.ahtv.cn/ahws/hd/live.m3u8
江苏卫视,https://live.v1.mk/api/bestv.php?id=jswshd8m/8000000
广西卫视,https://live.v1.mk/api/bestv.php?id=gxwshd8m/8000000
四川卫视,https://live.v1.mk/api/bestv.php?id=scwshd/8000000
湖南卫视,https://live.v1.mk/api/bestv.php?id=hunanwshd8m/8000000
浙江卫视,https://live.v1.mk/api/bestv.php?id=zjwshd8m/8000000
东方卫视,https://live.v1.mk/api/bestv.php?id=dfwshd8m/8000000
北京卫视,https://live.v1.mk/api/bestv.php?id=bjwshd8m/8000000
天津卫视,https://live.v1.mk/api/bestv.php?id=tjwshd8m/8000000
辽宁卫视,https://live.v1.mk/api/bestv.php?id=lnwshd8m/8000000
安徽卫视,https://live.v1.mk/api/bestv.php?id=ahwshd8m/8000000
黑龙江卫视,https://live.v1.mk/api/bestv.php?id=hljwshd8m/8000000
广东卫视,https://live.v1.mk/api/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://live.v1.mk/api/bestv.php?id=szwshd8m/8000000
河北卫视,https://live.v1.mk/api/ghyx.php?id=HeBeiHD_6000
江西卫视,https://live.v1.mk/api/ghyx.php?id=JiangXiHD_6000
天津卫视,https://live.v1.mk/api/ghyx.php?id=TianJinHD_6000
重庆卫视,https://live.v1.mk/api/ghyx.php?id=ChongQingHD_6000
黑龙江卫视,https://live.v1.mk/api/ghyx.php?id=HeiLongJiangHD_6000
吉林卫视,https://live.v1.mk/api/ghyx.php?id=JiLinWeiShiHD_6000
海南卫视,https://live.v1.mk/api/ghyx.php?id=LvYouWeiShiHD_6000
西藏卫视,https://tv.vtibet.cn/live/EfgSmE4jCTBtvchannel3.m3u8
影视文化,https://tv.vtibet.cn/live/FYeIdVzzCTBtvchannel2.m3u8
广西影视,http://lcx-olt.8866.org:8181/tsfile/live/1015_1.m3u8
广西新闻,http://lcx-olt.8866.org:8181/tsfile/live/1036_1.m3u8
广西都市,http://lcx-olt.8866.org:8181/tsfile/live/1035_1.m3u8
湖北卫视,https://live.v1.mk/api/bestv.php?id=hubeiws8m/8000000
吉林卫视,https://live.v1.mk/api/bestv.php?id=jlwshd8m/8000000
山东卫视,https://live.v1.mk/api/bestv.php?id=sdws8m/8000000
江西卫视,https://live.v1.mk/api/bestv.php?id=jxws8m/8000000
河南卫视,https://live.v1.mk/api/bestv.php?id=hnwshd8m/8000000
河北卫视,https://live.v1.mk/api/bestv.php?id=hbwshd8m/8000000
甘肃卫视,https://live.v1.mk/api/bestv.php?id=gswshd8m/8000000
重庆卫视,https://live.v1.mk/api/bestv.php?id=cqws8m/8000000
东南卫视,https://live.v1.mk/api/bestv.php?id=dnwshd8m/8000000
云南卫视,https://live.v1.mk/api/bestv.php?id=ynwshd8m/8000000
贵州卫视,https://live.v1.mk/api/bestv.php?id=gzwshd8m/8000000
海南卫视,https://live.v1.mk/api/bestv.php?id=hainanwshd8m/8000000
欢笑剧场,https://live.v1.mk/api/bestv.php?id=hxjc8m/8000000
劲爆体育,https://live.v1.mk/api/bestv.php?id=jbtyhd8m/8000000
快乐垂钓,https://live.v1.mk/api/bestv.php?id=klcd8m/8000000
金鹰纪实,https://live.v1.mk/api/bestv.php?id=jyjs8m/8000000
戏曲精选,https://live.v1.mk/api/bestv.php?id=xqjx8m/8000000
上海第一财经,https://live.v1.mk/api/bestv.php?id=dycjhd8m/8000000
上视新闻,https://live.v1.mk/api/bestv.php?id=xwzhhd8m/8000000
上海都市,https://live.v1.mk/api/bestv.php?id=dshd8m/8000000
上海纪实,https://live.v1.mk/api/bestv.php?id=jspdhd/4000000
东方影视,https://live.v1.mk/api/bestv.php?id=dfyshd8m/8000000
五星体育,https://live.v1.mk/api/bestv.php?id=wxtyhd8m/8000000
上视外语,https://live.v1.mk/api/bestv.php?id=icshd8m/8000000
七彩戏剧,https://live.v1.mk/api/bestv.php?id=qcxjhd8m/8000000
上海教育,https://live.v1.mk/api/bestv.php?id=setvhd/8000000
全纪实,https://live.v1.mk/api/bestv.php?id=qjshd8m/8000000
生活时尚,https://live.v1.mk/api/bestv.php?id=shss8m/8000000
新视觉,https://live.v1.mk/api/bestv.php?id=xsjhd8m/8000000
游戏风云,https://live.v1.mk/api/bestv.php?id=yxfy8m/8000000
热门综艺,https://live.v1.mk/api/bestv.php?id=rmzy8m/8000000
超级体育,https://live.v1.mk/api/bestv.php?id=qcsj8m/8000000
健康养生,https://live.v1.mk/api/bestv.php?id=jkys8m/8000000
百变课堂,https://live.v1.mk/api/bestv.php?id=bbkt8m/8000000
看天下精选,https://live.v1.mk/api/bestv.php?id=ktxjx8m/8000000
华语影院,https://live.v1.mk/api/bestv.php?id=hyyy8m/8000000
电竞天堂,https://live.v1.mk/api/bestv.php?id=djtt8m/8000000
青春动漫,https://live.v1.mk/api/bestv.php?id=qcdm8m/8000000
宝宝动画,https://live.v1.mk/api/bestv.php?id=bbdh8m/8000000
星光影院,https://live.v1.mk/api/bestv.php?id=xgyy8m/8000000
谍战剧场,https://live.v1.mk/api/bestv.php?id=dzjc8m/8000000
全球大片,https://live.v1.mk/api/bestv.php?id=qqdp8m/8000000
热门剧场,https://live.v1.mk/api/bestv.php?id=rmjc8m/8000000
陶瓷高,https://live.v1.mk/api/bestv.php?id=taocihd/8000000
中国教育-1,https://live.v1.mk/api/bestv.php?id=zgjy1t8m/8000000
中国教育-4,https://live.v1.mk/api/bestv.php?id=zgjy4hd8m/8000000
卡酷少儿,https://live.v1.mk/api/bestv.php?id=kkse8m/8000000
纪实科教,https://live.v1.mk/api/bestv.php?id=dajs8m/8000000
茶频道,https://live.v1.mk/api/bestv.php?id=cpdhdavs8m/8000000
足球高清,https://live.v1.mk/api/bestv.php?id=zqpd8m/8000000
炫动卡通,https://live.v1.mk/api/bestv.php?id=hhxd8m/8000000
东方财经,https://live.v1.mk/api/bestv.php?id=dfcjhd8m/8000000
都市剧场,https://live.v1.mk/api/bestv.php?id=dsjc8m/8000000
动漫秀场,https://live.v1.mk/api/bestv.php?id=dmxc8m/8000000
法治天地,https://live.v1.mk/api/bestv.php?id=fztd8m/8000000
金色学堂,https://live.v1.mk/api/bestv.php?id=jingsepd8m/8000000
魅力足球,https://live.v1.mk/api/bestv.php?id=mlyyhd8m/8000000
浙江卫视,https://live.v1.mk/api/ghyx.php?id=ZheJiangHD_6000
北京卫视,https://live.v1.mk/api/ghyx.php?id=BTV1HD_6000
广西卫视,https://live.v1.mk/api/ghyx.php?id=GuangXiHD_6000
辽宁卫视,https://live.v1.mk/api/ghyx.php?id=LiaoNingHD_6000
安徽卫视,https://live.v1.mk/api/ghyx.php?id=AnHuiHD_6000
江苏卫视,https://live.v1.mk/api/ghyx.php?id=JiangSuHD_6000
东方卫视,https://live.v1.mk/api/ghyx.php?id=DongFangHD_6000
东南卫视,https://live.v1.mk/api/ghyx.php?id=FuJianHD_6000
湖南卫视,https://live.v1.mk/api/ghyx.php?id=HuNanHD_6000
湖北卫视,https://live.v1.mk/api/ghyx.php?id=HuBeiHD_6000
广东卫视,https://live.v1.mk/api/ghyx.php?id=GuangDongHD_6000
广西卫视,https://live.v1.mk/api/ghyx.php?id=GuangXiHD_6000
深圳卫视,https://live.v1.mk/api/ghyx.php?id=ShenZhenHD_6000
四川卫视,https://live.v1.mk/api/ghyx.php?id=SiChuanHD_6000
山东卫视,https://live.v1.mk/api/ghyx.php?id=ShanDongHD_6000
河南卫视,https://live.v1.mk/api/ghyx.php?id=HeNanHD_6000
西藏卫视,https://tv.vtibet.cn/live/EfgSmE4jCTBtvchannel3.m3u8
影视文化,https://tv.vtibet.cn/live/FYeIdVzzCTBtvchannel2.m3u8
广西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8?fmt=ts2hls
广西卫视,http://204bae1.123nat.com:55/bestv.php?id=51
黑龙江卫视,http://wabc.ml/sxg.php?id=hljwsH265_4000
黑龙江卫视,http://124.220.17.172:1100/aas.php?id=40
黑龙江卫视,http://204bae1.123nat.com:55/bestv.php?id=29
黑龙江卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225690/index.m3u8
海南卫视,http://124.220.17.172/shtv/ybhg.php?id=761744437
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
海南卫视,http://204bae1.123nat.com:55/bestv.php?id=58
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8?zweimd
海南卫视,http://111.40.196.35/PLTV/88888888/224/3221225623/index.m3u8
海南卫视,http://60.10.167.88:808/hls/45/index.m3u8 
重庆卫视,http://wabc.ml/sxg.php?id=cqwsH265_4000
重庆卫视,http://124.220.17.172:1100/aas.php?id=36
重庆卫视,http://204bae1.123nat.com:55/bestv.php?id=28
